pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgement
9212	No hay ningún hombre saltando por los aires en una zona boscosa	Un chico está saltando en el aire en una zona boscosa .	3.9	CONTRADICTION
9213	Un hombre sin camisa está saltando sobre un tronco	Un hombre sin camisa está saltando sobre un tronco .	4.9	ENTAILMENT
9215	Un hombre sin camisa está saltando sobre un tronco	Un chico está saltando en el aire en una zona boscosa .	3.6	NEUTRAL
9222	Un perro corre con una pelota de voleibol .	Un perro corre con una pelota .	4.5	ENTAILMENT
9223	No hay perro corriendo con voleibol	Un perro corre con una pelota de voleibol .	4.0	CONTRADICTION
9230	Una chica en una banda toca la flauta .	Un chico en una banda toca la flauta .	4.1	NEUTRAL
9233	Una niña en uniforme toca la flauta con una banda .	Una chica en una banda toca la flauta .	4.2	ENTAILMENT
9235	Una niña en uniforme toca la flauta con una banda de música .	Una chica en una banda está tocando un instrumento .	4.065	ENTAILMENT
9236	Un chico en una banda toca la flauta .	Una niña en uniforme toca la flauta con una banda de música .	3.5	NEUTRAL
9238	Un hombre está parado al volante de un automóvil americano clásico que tiene la puerta y el maletero abiertos	Una persona está de pie al volante de un automóvil estadounidense clásico que tiene la puerta y el maletero abiertos	4.5	ENTAILMENT
9239	Un hombre está parado al volante de un automóvil americano clásico que tiene la puerta y el maletero abiertos	Una mujer está de pie al volante de un automóvil americano clásico que tiene la puerta y el maletero abiertos	4.0	NEUTRAL
9240	El hombre de azul posa para una foto junto a un vehículo .	El hombre de azul posa para una foto junto a un coche .	4.8	ENTAILMENT
9241	El hombre de azul posa para una foto junto a un coche .	La mujer de azul posa para una foto junto a un coche .	3.3	NEUTRAL
9247	Dos personas están sentadas en un banco blanco	Dos personas están sentadas en un banco	4.5	ENTAILMENT
9249	La mujer está sentada cerca de un macizo de flores y tiene vistas a un túnel .	Una mujer está sentada cerca de un macizo de flores y tiene vistas a un túnel	4.8	ENTAILMENT
9250	Un hombre está sentado cerca de un macizo de flores y tiene vistas a un túnel .	Una mujer está sentada cerca de un macizo de flores y tiene vistas a un túnel	3.8	NEUTRAL
9254	Una mujer está sentada cerca de un macizo de flores y tiene vistas a un túnel	Dos personas están de pie en un banco	1.1	NEUTRAL
9255	Una mujer está sentada cerca de un macizo de flores y tiene vistas a un túnel	Dos personas están sentadas en un banco	1.5	NEUTRAL
9259	Un hombre junto a una pared de ladrillos lleva una máscara alrededor de la boca y una redecilla	Una mujer junto a una pared de ladrillos lleva una máscara alrededor de la boca y una redecilla	3.2	NEUTRAL
9262	Un hombre lleva una gorra de plástico transparente y una máscara .	Un hombre junto a una pared de ladrillos lleva una máscara alrededor de la boca y una redecilla	2.8	NEUTRAL
9264	Un hombre junto a una pared de ladrillos lleva una máscara alrededor de la boca y una redecilla	Un hombre lleva una gorra de plástico transparente y una mascarilla	2.4	NEUTRAL
9269	Dos perros están en una perrera sobre sus patas traseras y están uno frente al otro	Dos perros juegan entre ellos .	3.5	NEUTRAL
9272	Un perro negro y un perro amarillo están jugando entre sí .	Dos gatos están en una perrera sobre sus patas traseras y están uno frente al otro	2.1	NEUTRAL
9273	Un perro negro y un perro amarillo están jugando entre sí .	Dos perros están en una perrera sobre sus patas traseras y están uno frente al otro	3.2	NEUTRAL
9274	Dos perros y dos personas caminan por el bosque .	Dos perros y dos personas están caminando en un bosque .	4.5	ENTAILMENT
9275	Dos perros y dos personas están sentados en el bosque .	Dos perros y dos personas caminan por el bosque .	3.6	CONTRADICTION
9280	Dos perros y dos personas están caminando en un bosque .	Dos mujeres con perros caminan por un sendero forestal	4.2	NEUTRAL
9281	Dos mujeres con perros caminan por un sendero forestal	Dos perros y dos personas están sentados en el bosque .	2.9	NEUTRAL
9284	Un hombre está haciendo snowboard por una barandilla en la nieve .	Una mujer está haciendo snowboard por una barandilla en la nieve .	3.8	NEUTRAL
9285	Un hombre está esquiando cuesta abajo y sobre un obstáculo rojo .	Un hombre está esquiando cuesta abajo y saltando un obstáculo rojo .	4.4	ENTAILMENT
9288	Una mujer esquiando cuesta abajo y sobre un obstáculo rojo	Un hombre está haciendo snowboard por una barandilla en la nieve .	2.9	NEUTRAL
9292	Dos hombres se toman un descanso de la construcción	Dos hombres se toman un descanso del trabajo	4.1	ENTAILMENT
9293	Dos hombres no se toman un descanso de la construcción	Dos hombres se toman un descanso de la construcción	3.4	CONTRADICTION
9295	Dos trabajadores de la construcción están sentados en el lateral de un edificio	Dos trabajadores de la construcción están sentados en la parte superior de un edificio	3.4	NEUTRAL
9297	Dos trabajadores de la construcción están sentados en la parte superior de un edificio	Dos hombres se toman un descanso de la construcción	3.7	NEUTRAL
9299	Dos hombres no se toman un descanso de la construcción	Dos trabajadores de la construcción están sentados en el lateral de un edificio	3.5	NEUTRAL
9300	Dos hombres se toman un descanso de la construcción	Dos trabajadores de la construcción están sentados en el lateral de un edificio	4.0	NEUTRAL
9305	El patinador está saltando en el aire	Un hombre con una camisa roja está haciendo un truco con la patineta .	3.6	NEUTRAL
9307	Un hombre con una camisa roja está haciendo un truco con una patineta .	Un patinador está saltando en el aire .	3.5	NEUTRAL
9308	Un patinador está saltando en el aire .	Un hombre con una camisa roja está haciendo un truco con los patines	2.8	NEUTRAL
9309	Un patinador está saltando en el aire .	Un hombre con una camisa roja está haciendo un truco con la patineta .	3.8	NEUTRAL
9313	Una persona no está haciendo un truco en un tobogán .	Una persona está haciendo un truco en una tabla de snowboard .	2.8	NEUTRAL
9315	Una persona no está haciendo un truco en un tobogán .	Un snowboarder está triturando un largo riel de hormigón	1.7	NEUTRAL
9319	Tres amigos están haciendo muecas para la cámara .	Tres amigos están haciendo muecas para una foto	5.0	ENTAILMENT
9323	Dos hombres y una niña detrás de una pared de paneles de madera están posando con caras divertidas	Dos hombres y una niña frente a una pared de paneles de madera están posando con caras divertidas	3.9	NEUTRAL
9326	Tres amigos están haciendo muecas para una foto	Dos hombres y una niña frente a una pared de paneles de madera están posando con caras divertidas	3.9	NEUTRAL
9327	Dos hombres y una niña frente a una pared de paneles de madera están posando con caras divertidas	Tres enemigos le hacen muecas a la cámara	2.8	NEUTRAL
9328	Dos hombres y una niña frente a una pared de paneles de madera están posando con caras divertidas	Los amigos están haciendo muecas para la cámara .	3.5	NEUTRAL
9329	Tres amigos están haciendo muecas para la cámara .	Dos hombres y una niña frente a una pared de paneles de madera están posando con caras divertidas	3.365	NEUTRAL
9330	Cuatro personas caminan por la acera de una ciudad y el del sombrero verde está llamando a alguien	Cuatro personas caminan por una acera de la ciudad y el del sombrero verde está hablando por un teléfono celular	4.65	ENTAILMENT
9335	Cuatro personas caminan por una acera de la ciudad y el del sombrero verde está hablando por un teléfono celular	Un grupo de personas no camina por la calle y una persona con un sombrero verde está hablando por teléfono .	3.7	NEUTRAL
9337	Un grupo de personas camina por la calle y una persona con un sombrero verde está hablando por teléfono .	Cuatro personas caminan por una acera de la ciudad y el del sombrero verde no habla por teléfono celular	3.4	NEUTRAL
9338	Cuatro personas caminan por una acera de la ciudad y el del sombrero verde está hablando por un teléfono celular	Un grupo de personas camina por la calle y una persona con un sombrero verde está hablando por teléfono .	4.7	ENTAILMENT
9342	Una mujer está de pie al anochecer en una carretera nevada casi prístina , que está iluminada solo por faros	Un hombre está parado al anochecer en una carretera nevada casi prístina , que está iluminada solo por faros	3.7	NEUTRAL
9343	Un hombre está parado al anochecer en una carretera casi virgen cubierta de nieve , que está iluminada solo por faros	Una persona está parada en la nieve al borde de una montaña .	3.6	NEUTRAL
9344	Una persona está parada en la nieve al borde de una montaña .	Una mujer está de pie al anochecer en una carretera nevada casi prístina , que está iluminada solo por faros	2.9	NEUTRAL
9349	Tres mujeres están sentadas juntas cerca de paredes tejidas .	Tres hombres están sentados juntos cerca de paredes tejidas .	3.6	NEUTRAL
9350	Tres mujeres descansan en una aldea .	Tres mujeres están sentadas en una aldea .	4.5	ENTAILMENT
9351	Tres mujeres están sentadas en una aldea .	Tres mujeres corren en un pueblo	3.6	NEUTRAL
9354	Algunas mujeres están sentadas juntas cerca de paredes tejidas .	Tres mujeres están sentadas en una aldea .	3.4	NEUTRAL
9356	Tres mujeres están sentadas juntas cerca de paredes tejidas .	Tres mujeres están sentadas en una aldea .	3.5	NEUTRAL
9361	Un surfista con un traje de neopreno negro está montando una ola espumosa	Un surfista está surfeando una gran ola .	4.0	NEUTRAL
9362	Un surfista está surfeando una pequeña ola .	Un surfista con un traje de neopreno negro está montando una ola espumosa	4.1	NEUTRAL
9367	Una persona con una chaqueta con capucha roja y una mochila negra camina cerca de una pared rocosa .	Una persona con una chaqueta con capucha roja y una mochila negra no camina cerca de una pared rocosa .	4.3	CONTRADICTION
9368	Un hombre con una chaqueta roja y pantalones caqui camina por un estado estadounidense	Una persona con una chaqueta roja y pantalones caqui camina por un estado estadounidense	4.7	ENTAILMENT
9369	Un hombre con una chaqueta roja y pantalones caqui camina por un estado europeo	Un hombre con una chaqueta roja y pantalones caqui camina por un estado estadounidense	3.5	NEUTRAL
9370	Una persona con una chaqueta roja y pantalones caqui camina por un estado estadounidense	Una persona con una chaqueta con capucha roja y una mochila negra camina cerca de una pared rocosa .	3.1	NEUTRAL
9373	Un hombre con una chaqueta roja y pantalones caqui camina por un estado estadounidense	Una persona con una chaqueta con capucha roja y una mochila negra no camina cerca de una pared rocosa .	3.1	NEUTRAL
9374	Una persona con una chaqueta con capucha roja y una mochila negra camina cerca de una pared rocosa .	Un hombre con una chaqueta roja y pantalones caqui camina por un estado estadounidense	2.5	NEUTRAL
9375	Los jugadores están maniobrando por el balón de fútbol .	Los jugadores están maniobrando por la pelota .	4.5	ENTAILMENT
9377	Un hombre de verde golpea una pelota de fútbol y un hombre de morado y blanco se cae	Un hombre de verde patea una pelota de fútbol y un hombre de morado y blanco se cae	4.4	ENTAILMENT
9385	Un niño está chapoteando en la piscina .	Un niño está chapoteando en el océano .	4.1	NEUTRAL
9386	Dos niños juegan en las olas .	Dos niños están jugando	4.6	ENTAILMENT
9387	Dos niños no juegan en las olas .	Dos niños juegan en las olas .	4.0	CONTRADICTION
9388	Dos niños están jugando	Un niño está chapoteando en el océano .	2.0	NEUTRAL
9389	Un niño está chapoteando en el océano .	Dos niños no juegan en las olas .	3.2	NEUTRAL
9391	Dos niños juegan en las olas .	Un niño está chapoteando en la piscina .	2.6	NEUTRAL
9393	Un hombre lleva una camisa morada y chaparreras de cuero negro y está posando para la cámara	Una modelo lleva una camisa morada y unas chaparreras de cuero negro y está posando para la cámara	4.4	ENTAILMENT
9394	Un hombre lleva una camisa morada y chaparreras de cuero negro y está posando para la cámara	Un hombre no lleva una camisa morada y chaparreras de cuero negro y está posando para la cámara .	3.8	CONTRADICTION
9395	El hombre vestido con chaparreras de cuero y una camisa morada está de pie frente a algunos espectadores .	El hombre vestido con chaparreras de cuero y una camisa morada está de pie frente a alguien que mira	4.4	ENTAILMENT
9400	El hombre vestido con chaparreras de cuero y una camisa morada está de pie frente a alguien que mira	Un hombre no lleva una camisa morada y chaparreras de cuero negro y está posando para la cámara .	3.8	NEUTRAL
9402	Dos perros corren e intentan atrapar una pelota de fútbol .	Dos perros corren e intentan atrapar una pelota .	4.4	ENTAILMENT
9407	Dos perros corren e intentan atrapar una pelota de fútbol .	Dos gatos en el césped están jugando con un juguete de plástico	2.2	NEUTRAL
9408	Dos perros en el césped están jugando con un juguete de plástico	Dos perros corren e intentan atrapar una pelota .	4.2	NEUTRAL
9412	Dos personas vestidas con trajes verdes y rojos están afuera en la orilla del mar	Dos personas vestidas con trajes verdes y rojos están afuera en la acera	4.0	NEUTRAL
9413	Hombres disfrazados están caminando por la calle	Personas disfrazadas están caminando por la calle .	4.3	ENTAILMENT
9414	Personas disfrazadas están sentadas en la calle .	Personas disfrazadas están caminando por la calle .	2.7	NEUTRAL
9423	No hay perro en la arena que sopla con el viento	Un perro está en la arena que sopla con el viento .	4.1	CONTRADICTION
9426	Un perro está en un área llena de arena , con la arena que está siendo removida en el aire y varias plantas están al fondo	Un perro está en la arena que sopla con el viento .	3.765	ENTAILMENT
9427	Un perro está en la arena que sopla con el viento .	Un gato está en una zona arenosa con la arena que se agita en el aire y varias plantas están en el fondo	2.6	NEUTRAL
9430	El perro blanco y negro está sentado en un jardín verde	El perro blanco y negro corre en un jardín verde	2.8	NEUTRAL
9431	El perro blanco y negro corre al aire libre	Un perro blanco y negro corre al aire libre	4.8	ENTAILMENT
9434	El perro blanco y negro corre en el interior	El perro blanco y negro corre en un jardín verde	3.3	CONTRADICTION
9435	El perro blanco y negro corre en un campo	El perro blanco y negro corre al aire libre	4.4	ENTAILMENT
9436	El perro blanco y negro corre al aire libre	El perro blanco y negro está sentado en un jardín verde	2.915	NEUTRAL
9437	El perro blanco y negro corre en un jardín verde	El perro blanco y negro corre al aire libre	4.3	ENTAILMENT
9438	Una pareja parada en la acera .	Un hombre y una mujer están parados en la acera .	4.3	ENTAILMENT
9439	Un hombre y una mujer están saltando en la acera .	Un hombre y una mujer están parados en la acera .	3.8	NEUTRAL
9442	Una mujer vestida con una camisa azul y tacones altos está de pie en la acera junto al hombre .	Un hombre y una mujer están parados en la acera .	3.4	NEUTRAL
9444	Una mujer vestida con una camisa azul y tacones altos está de pie en la acera junto a un hombre	Una pareja parada en la acera .	3.7	NEUTRAL
9445	Una mujer vestida con una camisa azul y tacones altos está de pie en la acera junto a un hombre	Un hombre y una mujer están saltando en la acera .	2.6	NEUTRAL
9447	El perro salta a la sombra de unos árboles .	Un perro salta a la sombra de unos árboles .	4.9	ENTAILMENT
9448	Ningún perro salta a la sombra de unos árboles	Un perro salta a la sombra de unos árboles .	4.3	CONTRADICTION
9449	Un perro salta a la sombra de unos árboles .	Un perro está saltando sobre los árboles en las sombras .	3.6	NEUTRAL
9451	Un gato está saltando alto en el aire en el campo .	Un perro está saltando alto en el aire en el campo .	3.335	NEUTRAL
9455	Un perro está saltando alto en el aire en el campo .	Ningún perro salta a la sombra de unos árboles	3.3	NEUTRAL
9456	Un perro está saltando alto en el aire en el campo .	Un perro está saltando sobre los árboles en las sombras .	3.4	NEUTRAL
9457	Un perro está saltando alto en el aire en el campo .	Un perro salta a la sombra de unos árboles .	3.2	NEUTRAL
9461	Una persona en bicicleta no está en el aire cerca de una masa de agua .	Una persona en bicicleta está en el aire cerca de una masa de agua .	4.0	CONTRADICTION
9462	Un hombre en una bicicleta verde está realizando trucos en una rampa de tierra	Un especialista en bicicleta está en el aire cerca de un cuerpo de agua .	3.7	NEUTRAL
9465	Una persona en bicicleta está en el aire cerca de una masa de agua .	Un hombre en un coche verde está realizando trucos en una rampa de tierra	2.0	NEUTRAL
9467	Un niño está sentado en traje de baño y esperando la próxima carrera .	Un joven nadador está sentado en traje de baño y esperando la próxima carrera .	4.8	ENTAILMENT
9469	Un niño está esperando con traje de baño .	Un niño está sentado con traje de baño .	4.3	NEUTRAL
9471	Un joven nadador está sentado en traje de baño y esperando la próxima carrera .	Un niño está esperando con traje de baño .	3.515	ENTAILMENT
9473	Un niño está sentado en traje de baño y esperando la próxima carrera .	Un niño está sentado con traje de baño .	4.4	ENTAILMENT
9475	Un niño está sentado con traje de baño .	Un joven nadador está sentado en traje de baño y esperando la próxima carrera .	3.7	NEUTRAL
9482	Un perro negro y un perro bronceado están peleando .	Un perro negro y un perro blanco luchan en el suelo .	3.4	NEUTRAL
9488	Cuatro perros juegan en una zona de césped .	Cuatro perros no juegan en una zona de césped .	2.9	CONTRADICTION
9489	Un grupo de cuatro perros marrones están jugando en un campo de hierba marrón	Cuatro perros juegan en un área cubierta por césped .	4.4	ENTAILMENT
9492	No hay ningún perro jugando en un campo de hierba marrón	Cuatro perros juegan en una zona de césped .	3.2	NEUTRAL
9493	Un grupo de cuatro perros marrones están jugando en un campo de hierba marrón	Cuatro perros juegan en una zona de césped .	4.2	ENTAILMENT
9495	El perro está descansando en el parque .	El perro está descansando en la sala de estar .	3.7	CONTRADICTION
9496	Un gran perro manchado marrón y blanco está acostado sobre una chaqueta en la calle	Un gran perro manchado de color marrón y blanco está acostado sobre un paño en la calle	4.4	NEUTRAL
9497	Un gran perro manchado marrón y blanco está acostado sobre una chaqueta en la calle	Un pequeño perro manchado marrón y blanco está acostado sobre una chaqueta en la calle	4.2	NEUTRAL
9499	Un pequeño perro manchado marrón y blanco está acostado sobre una chaqueta en la calle	El perro está descansando en el parque .	3.0	NEUTRAL
9502	Un gran perro manchado marrón y blanco está acostado sobre una chaqueta en la calle	El perro está descansando en el parque .	2.8	NEUTRAL
9504	Un cachorro marrón está royendo un poste de madera que está clavado en el suelo	Un cachorro marrón está royendo un poste metálico que está clavado en el suelo	4.1	NEUTRAL
9506	Un cachorro blanco muerde un poste	Un cachorro marrón muerde un poste	3.5	NEUTRAL
9510	Un cachorro marrón está royendo un poste de madera que está clavado en el suelo	Un cachorro marrón muerde un poste	4.2	ENTAILMENT
9512	Una mujer está acariciando a un perro cerca de un sendero de piedra .	Una mujer está acariciando a un perro cerca de un camino de piedra	4.9	ENTAILMENT
9515	Una mujer está jugando con un perro marrón en un sendero del jardín	Una mujer está jugando con un gato marrón en un sendero del jardín	3.5	NEUTRAL
9516	Una mujer está jugando con un perro marrón en un jardín .	Una mujer está acariciando a un perro cerca de un camino de piedra	3.1	NEUTRAL
9517	Una mujer está acariciando a un perro cerca de un camino de piedra	Una mujer está jugando con un gato marrón en un sendero del jardín	3.0	NEUTRAL
9524	Dos hombres están nadando en aguas profundas .	Dos hombres están parados en aguas profundas	3.8	NEUTRAL
9525	Dos hombres caminan por el agua .	Dos hombres están parados en el océano .	3.5	NEUTRAL
9526	Dos hombres caminan por el agua .	Dos hombres están nadando en aguas profundas .	3.9	NEUTRAL
9529	Dos hombres están parados en aguas profundas	Dos hombres caminan por el agua .	3.4	NEUTRAL
9530	Un coche blanco y un coche amarillo corren por la pista .	Dos autos corren por la pista	4.5	ENTAILMENT
9531	Un coche blanco y un coche amarillo corren por la pista .	Una bicicleta blanca y una amarilla corren por la pista .	3.2	NEUTRAL
9532	Dos autos de carrera están en una carretera frente a una zona de estacionamiento cubierta de hierba	Dos autos para carreras están en una carretera frente a una zona de estacionamiento cubierta de hierba	4.9	ENTAILMENT
9535	Un coche blanco y un coche amarillo corren por la pista .	Ningún coche de carreras está en una carretera frente a una zona de aparcamiento cubierta de hierba	2.7	NEUTRAL
9537	Una bicicleta blanca y una amarilla corren por la pista .	Dos autos de carrera están en una carretera frente a una zona de estacionamiento cubierta de hierba	1.9	NEUTRAL
9538	Dos autos de carrera están en una carretera frente a una zona de estacionamiento cubierta de hierba	Un coche blanco y un coche amarillo corren por la pista .	3.7	NEUTRAL
9540	El piloto naranja no conduce una motocicleta en una rueda	El piloto naranja conduce una motocicleta en una rueda .	4.5	CONTRADICTION
9541	Un hombre en una bicicleta deportiva amarilla está haciendo un caballito y un amigo en una bicicleta negra se está poniendo al día .	Un ciclista en una bicicleta deportiva amarilla está haciendo un caballito y un amigo en una bicicleta negra se está poniendo al día .	4.8	ENTAILMENT
9542	Un hombre en una bicicleta deportiva amarilla está haciendo un caballito y un amigo en una bicicleta blanca se está poniendo al día .	Un hombre en una bicicleta deportiva amarilla está haciendo un caballito y un amigo en una bicicleta negra se está poniendo al día .	4.1	NEUTRAL
9544	El piloto naranja conduce una motocicleta en una rueda .	Un hombre en una bicicleta deportiva amarilla está haciendo un caballito y un amigo en una bicicleta blanca se está poniendo al día .	2.6	NEUTRAL
9549	Un grupo de niños está tocando panderetas .	Un grupo de niños no toca panderetas	3.415	CONTRADICTION
9551	Un grupo de niños en el sótano de una iglesia está tocando guitarras y panderetas	Un grupo de niños en el sótano de una iglesia está tocando maracas y panderetas	4.2	NEUTRAL
9554	Un grupo de niños en el sótano de una iglesia está tocando maracas y panderetas	Un grupo de niños toca panderetas	4.6	ENTAILMENT
9555	Un grupo de niños no toca panderetas	Un grupo de niños en el sótano de una iglesia está tocando maracas y panderetas	3.6	CONTRADICTION
9556	Un grupo de niños en el sótano de una iglesia está tocando maracas y panderetas	Un grupo de niños está tocando panderetas .	3.9	ENTAILMENT
9557	Un perro corre por la nieve blanca .	Un perro corre por la nieve .	4.7	ENTAILMENT
9558	Un perro corre por la nieve .	Ningún perro corre por la nieve	3.1	CONTRADICTION
9561	El perro marrón corre en la nieve .	Un perro corre por la nieve .	4.6	ENTAILMENT
9562	Un perro negro corre en la nieve .	Un perro corre por la nieve .	4.5	ENTAILMENT
9563	Un perro marrón corre en la nieve .	Un perro corre por la nieve blanca .	4.3	ENTAILMENT
9565	Un perro marrón corre en la nieve .	Un perro corre por la nieve .	4.2	ENTAILMENT
9567	Un anciano está sentado en un banco	Un joven está sentado en un banco	3.4	NEUTRAL
9569	Una anciana está sentada en un banco y lleva una chaqueta gris y pantalón negro .	Un anciano está sentado en un banco y lleva una chaqueta gris y pantalón negro .	3.5	NEUTRAL
9570	Un anciano está sentado en un banco	La mujer está sentada en un banco y lleva una chaqueta gris y pantalón negro .	2.8	NEUTRAL
9572	Una anciana está sentada en un banco y lleva una chaqueta gris y pantalón negro .	Una persona mayor está sentada en un banco	4.0	ENTAILMENT
9574	Una anciana está sentada en un banco y lleva una chaqueta gris y pantalón negro .	Un anciano está sentado en un banco	3.0	NEUTRAL
9576	Un perro está sacando un palo de agua muy clara .	Un perro está sacando un palo de agua muy sucia	4.0	NEUTRAL
9577	Un pequeño perro blanco y negro lleva un palo y está nadando .	Un pequeño perro blanco y negro muerde un palo y nada .	4.3	ENTAILMENT
9578	Un pequeño perro blanco y negro lleva un palo y está nadando .	Un gran perro blanco y negro lleva un palo y está nadando .	4.0	NEUTRAL
9579	Un perro está sacando un palo de agua muy clara .	Un pequeño perro blanco y negro muerde un palo y nada .	3.8	NEUTRAL
9580	Un perro está sacando un palo de agua muy clara .	Un gran perro blanco y negro lleva un palo y está nadando .	3.4	NEUTRAL
9581	Un perro está sacando un trozo de madera de agua muy clara .	Un pequeño perro blanco y negro lleva un palo y está nadando .	3.9	NEUTRAL
9583	Un perro está sacando un palo de agua muy clara .	Un pequeño perro blanco y negro lleva un palo y está nadando .	3.4	NEUTRAL
9591	La niña está pintando un mono azul	La dama sostiene el pincel junto al caballete del artista .	2.4	NEUTRAL
9592	La chica del mono azul está pintando .	La mujer sostiene el pincel junto al caballete del artista .	3.5	NEUTRAL
9593	La chica del mono azul está pintando .	No hay ninguna dama sosteniendo el pincel junto al caballete del artista .	2.8	NEUTRAL
9594	La dama sostiene el pincel junto al caballete del artista .	La chica del mono azul está pintando .	3.1	NEUTRAL
9599	Un perro amarillo corre por un camino cubierto de arena .	Un golden retriever está corriendo	3.6	NEUTRAL
9600	Un perro amarillo corre por un camino arenoso	Un golden retriever está corriendo	4.0	NEUTRAL
9602	Un perro amarillo corre por un camino arenoso	Un golden retriever no se está ejecutando	3.0	NEUTRAL
9604	Un perro blanco y negro está saltando por una pelota .	El perro blanco y negro está saltando por la pelota .	4.9	ENTAILMENT
9605	No hay perro blanco y negro saltando por una pelota	Un perro blanco y negro está saltando por una pelota .	3.2	CONTRADICTION
9607	No hay ningún perro parado sobre una pierna y está esperando un balón de fútbol .	Un perro está parado sobre una pierna y está esperando un balón de fútbol .	4.2	CONTRADICTION
9609	No hay ningún perro parado sobre una pierna y está esperando un balón de fútbol .	Un perro blanco y negro está saltando por una pelota .	3.0	NEUTRAL
9610	Un perro está parado sobre una pierna y está esperando un balón de fútbol .	El perro blanco y negro está saltando por la pelota .	3.8	NEUTRAL
9615	La gente está montando dos camellos en la playa .	La gente está montando dos camellos en la arena .	4.9	ENTAILMENT
9616	No hay gente montando camellos en la playa .	La gente está montando dos camellos en la playa .	3.7	CONTRADICTION
9617	La gente está montando dos camellos en la arena .	Dos personas están sentadas en un camello y otro camello está en primer plano	3.9	NEUTRAL
9624	Un hombre descalzo en pijama está mirando hacia las estrellas y está caminando en la cancha de tenis	Un hombre descalzo en pijama está mirando hacia el cielo y está caminando en la cancha de tenis	4.6	ENTAILMENT
9627	Un hombre descalzo en pijama está mirando hacia el cielo y está de pie en la cancha de tenis	Un hombre lleva una camisa azul y camina descalzo en una cancha de tenis	3.4	NEUTRAL
9631	El hombre está parado en un lago cerca de una cascada .	El hombre está parado en un cuerpo de agua cerca de una cascada .	4.7	ENTAILMENT
9632	El hombre está nadando en un cuerpo de agua cerca de una cascada .	El hombre está parado en un cuerpo de agua cerca de una cascada .	4.0	NEUTRAL
9635	Una mujer está de pie en el agua en la base de una cascada .	Un hombre está parado en el agua en la base de una cascada .	3.6	NEUTRAL
9636	El hombre está parado en el agua en la base de una cascada .	El hombre está parado en un cuerpo de agua cerca de una cascada .	4.3	ENTAILMENT
9638	Un hombre está parado en el agua en la base de una cascada .	El hombre está parado en un lago cerca de una cascada .	4.1	NEUTRAL
9639	Un hombre está parado en el agua en la base de una cascada .	El hombre está nadando en un cuerpo de agua cerca de una cascada .	3.7	NEUTRAL
9641	Un hombre está parado en el agua en la base de una cascada .	El hombre está parado en un cuerpo de agua cerca de una cascada .	4.2	ENTAILMENT
9643	Un perro marrón y blanco corre por el río .	Un perro marrón y blanco no corre por el río .	3.6	CONTRADICTION
9644	Un perro está emergiendo de un lago .	Un animal está emergiendo de un lago .	4.6	ENTAILMENT
9645	Ningún perro sale de un lago	Un perro está emergiendo de un lago .	4.0	CONTRADICTION
9646	Un perro marrón y blanco corre por el río .	Un animal está emergiendo de un lago .	2.5	NEUTRAL
9650	Un perro está emergiendo de un lago .	Un perro marrón y blanco corre por el río .	3.1	NEUTRAL
9651	Un perro marrón y blanco está atrapando una pelota de tenis sucia en un campo de tierra	Un perro marrón y blanco muerde una pelota de tenis sucia en un campo de tierra	4.1	NEUTRAL
9653	Un perro corre en la playa y persigue una pelota .	Un perro corre en la arena y persigue una pelota .	4.4	ENTAILMENT
9656	Un perro corre sobre la hierba y persigue una pelota .	Un perro marrón y blanco está atrapando una pelota de tenis sucia en un campo de tierra	3.9	NEUTRAL
9657	Un perro corre en la arena y persigue una pelota .	Un perro marrón y blanco muerde una pelota de tenis sucia en un campo de tierra	3.4	NEUTRAL
9659	Un perro corre en la arena y persigue una pelota .	Un perro marrón y blanco está atrapando una pelota de tenis sucia en un campo de tierra	3.5	NEUTRAL
9662	Un hombre sin camisa escolta a un caballo que tira de un carruaje por una carretera pavimentada	Un hombre sin camisa escolta a un caballo que tira de un carruaje por una carretera	4.9	ENTAILMENT
9665	Un hombre sin camisa escolta a un caballo que tira de un carruaje por un camino sucio	Un hombre sin camisa lleva un caballo que tira de un carruaje	4.3	ENTAILMENT
9666	Un hombre sin camisa escolta a un caballo que tira de un carruaje por una carretera pavimentada	Un hombre sin camisa conduce un carruaje tirado por un caballo	4.6	ENTAILMENT
9667	Un hombre sin camisa escolta a un caballo que tira de un carruaje por una carretera pavimentada	Una mujer sin camisa lleva un caballo que tira de un carruaje	3.1	NEUTRAL
9668	Un hombre sin camisa escolta a un caballo que tira de un carruaje por una carretera pavimentada	Un hombre sin camisa lleva un caballo que tira de un carruaje	4.4	ENTAILMENT
9675	Una niña y una mujer vestida con una camisa amarilla son salpicadas por una fuente de la ciudad	La niña juega en el borde de una fuente y una mujer mayor la mira	3.3	NEUTRAL
9676	Una niña juega en el borde de una fuente y una mujer mayor no la mira	Una niña y una mujer vestida con una camisa amarilla son salpicadas por una fuente de la ciudad	2.4	NEUTRAL
9678	Una mujer con una camisa naranja y maquillaje de payaso está de pie en un parque y otros están mirando	Una niña con una camisa naranja y maquillaje de payaso está de pie en un parque y otros están mirando	4.3	ENTAILMENT
9680	La niña lleva una camisa naranja y una corbata a rayas .	Una niña lleva una camisa naranja y una corbata a rayas .	4.9	ENTAILMENT
9684	Una mujer con una camisa naranja y maquillaje de payaso está de pie en un parque y otros están mirando	Una niña lleva una camisa naranja y una corbata a rayas .	3.0	NEUTRAL
